trade_date,next_trade_date,open_915,high_day,low_day,close_1515,volume_day,ma10,ma20,ma50,ma90,ma5d_slope,ma10d_slope,ma20_slope,ma50_slope,rsi14,atr14,bb_upper,bb_middle,bb_lower,bb_width,ret_5d,ret_10d,ret_20d,ret_60d,volatility_10d,volatility_20d,volume_10d,volume_20d,trend_efficiency_5d,trend_efficiency_10d,trend_efficiency_20d,recent_high_5d,recent_low_5d,recent_high_10d,recent_low_10d,recent_high_20d,recent_low_20d,range_position_5d,range_position_10d,selected_regime,hindsight_regime,expected_regime_lag2,strategy_BollingerMeanReversion_signal,strategy_MaTrend_001_signal,strategy_RsiMeanReversion_6040_signal,strategy_choppy_signal,strategy_trendDownRangeBreakout_signal,strategy_trendUpRangeBreakout_signal,final_raw_signal,next_open,next_high,next_low,next_close,next_return_pct,actual_trade_label
2025-07-03,2025-07-04,25505.1,25587.5,25384.35,25405.3,89520,25347.775,25142.0825,24819.236,23993.0056,0.012968,0.013724,0.008371,0.006199,59.7363,238.6755,25698.1568,25142.0825,24586.0082,0.044235,-0.005624,0.024686,0.026439,0.109186,0.006707,0.006499,87300.0,81337.75,0.38754,0.434834,0.251499,25669.35,25259.9,25669.35,24733.4,25669.35,24473.0,0.355111,0.71788,RANGE,RANGE,RANGE,NO_POSITION,CALL,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,25428.85,25470.25,25331.65,25461.0,0.2192,NO_POSITION
2025-07-04,2025-07-07,25428.85,25470.25,25331.65,25461.0,59309,25382.635,25164.98,24843.522,24021.0956,0.007361,0.0114,0.007497,0.005389,60.991,231.5363,25733.8359,25164.98,24596.1241,0.04521,-0.006896,0.013882,0.018316,0.148879,0.005629,0.006162,82726.3,78808.75,0.523542,0.304694,0.190372,25669.35,25378.75,25669.35,24783.65,25669.35,24473.0,0.283035,0.764762,TREND_UP,RANGE,RANGE,NO_POSITION,CALL,PUT,NO_POSITION,NO_POSITION,NO_POSITION,CALL,25450.45,25489.8,25407.25,25461.3,0.0012,NO_POSITION
2025-07-07,2025-07-08,25450.45,25489.8,25407.25,25461.3,41703,25431.575,25182.885,24871.961,24049.4083,0.002597,0.011051,0.006601,0.005185,61.0293,220.8992,25765.2186,25182.885,24600.5514,0.046248,-0.002185,0.019598,0.014265,0.129813,0.005111,0.006122,75813.0,78601.25,0.256617,0.487499,0.155311,25669.35,25331.65,25669.35,24824.85,25669.35,24473.0,0.383921,0.753641,TREND_UP,RANGE,RANGE,NO_POSITION,CALL,PUT,NO_POSITION,NO_POSITION,NO_POSITION,CALL,25427.85,25548.05,25424.15,25522.5,0.2404,NO_POSITION
2025-07-08,2025-07-09,25427.85,25548.05,25424.15,25522.5,40247,25479.39,25203.7975,24895.841,24079.7039,-0.001466,0.010188,0.005429,0.005,62.5355,213.9478,25803.1255,25203.7975,24604.4695,0.047559,-0.000756,0.019092,0.016661,0.139441,0.005103,0.006131,65670.1,78256.8,0.076074,0.48169,0.176786,25608.1,25331.65,25669.35,24999.7,25669.35,24473.0,0.69036,0.780706,TREND_UP,RANGE,RANGE,NO_POSITION,CALL,PUT,NO_POSITION,NO_POSITION,NO_POSITION,CALL,25514.6,25548.7,25424.35,25476.1,-0.1818,NO_POSITION
2025-07-09,2025-07-10,25514.6,25548.7,25424.35,25476.1,46447,25502.525,25220.5325,24918.644,24112.1789,-0.00292,0.00854,0.004427,0.004877,60.6224,207.5502,25830.5529,25220.5325,24610.5121,0.048375,0.000892,0.009164,0.013313,0.115975,0.00473,0.006157,63086.1,77462.15,0.107227,0.27586,0.14092,25608.1,25331.65,25669.35,25125.05,25669.35,24473.0,0.522518,0.644957,TREND_UP,RANGE,RANGE,NO_POSITION,CALL,PUT,NO_POSITION,NO_POSITION,NO_POSITION,CALL,25511.65,25524.05,25340.45,25355.25,-0.4744,NO_POSITION
2025-07-10,2025-07-11,25511.65,25524.05,25340.45,25355.25,66223,25483.15,25243.885,24939.065,24143.3756,-0.002189,0.005341,0.004049,0.004828,55.8105,205.8351,25836.7461,25243.885,24651.0239,0.046971,-0.00197,-0.007583,0.018766,0.086876,0.003008,0.00577,62113.9,74801.95,0.175954,0.295689,0.208249,25587.5,25331.65,25669.35,25259.9,25669.35,24473.0,0.092242,0.232873,RANGE,RANGE,RANGE,NO_POSITION,CALL,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,25255.5,25322.45,25129.0,25149.85,-0.8101,PUT
2025-07-11,2025-07-14,25255.5,25322.45,25129.0,25149.85,73945,25434.355,25265.4475,24955.128,24172.3178,-0.003247,0.002038,0.003992,0.004492,48.7649,207.303,25809.6976,25265.4475,24721.1974,0.043083,-0.012221,-0.019032,0.017446,0.073074,0.0034,0.005868,63407.2,73999.3,0.716688,0.632182,0.189265,25548.7,25331.65,25669.35,25331.65,25669.35,24473.0,-0.837595,-0.538348,RANGE,RANGE,RANGE,NO_POSITION,CALL,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,25149.5,25151.1,25001.95,25082.3,-0.2686,NO_POSITION
2025-07-14,2025-07-15,25149.5,25151.1,25001.95,25082.3,66379,25390.88,25272.2375,24967.551,24205.18,-0.005787,-0.0016,0.003548,0.003843,46.6438,203.1531,25803.6384,25272.2375,24740.8366,0.042054,-0.014885,-0.017038,0.005444,0.051596,0.003273,0.005574,60534.9,72869.25,0.755884,0.604954,0.064111,25548.7,25129.0,25669.35,25129.0,25669.35,24703.6,-0.11127,-0.086425,RANGE,RANGE,RANGE,NO_POSITION,CALL,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,25089.5,25245.2,25088.45,25195.8,0.4525,NO_POSITION
2025-07-15,2025-07-16,25089.5,25245.2,25088.45,25195.8,54449,25356.28,25289.3575,24983.875,24239.3633,-0.008202,-0.004832,0.003395,0.003536,50.5153,200.3094,25786.6483,25289.3575,24792.0667,0.039328,-0.0128,-0.013546,0.013777,0.044362,0.003754,0.005566,61446.4,72543.05,0.590031,0.428536,0.160105,25548.7,25001.95,25608.1,25001.95,25669.35,24733.4,0.35455,0.319805,RANGE,RANGE,RANGE,NO_POSITION,CALL,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,25196.6,25255.3,25121.05,25212.05,0.0645,NO_POSITION
2025-07-16,2025-07-17,25196.6,25255.3,25121.05,25212.05,45817,25332.145,25309.3575,24999.828,24274.1344,-0.010453,-0.006681,0.003522,0.003258,51.0533,195.555,25758.0544,25309.3575,24860.6606,0.035457,-0.010365,-0.009482,0.016121,0.043232,0.003723,0.005539,58403.9,71159.45,0.504345,0.328256,0.18926,25548.7,25001.95,25608.1,25001.95,25669.35,24733.4,0.384271,0.346614,RANGE,RANGE,RANGE,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,25230.75,25238.35,25101.0,25111.45,-0.399,NO_POSITION
2025-07-17,2025-07-18,25230.75,25238.35,25101.0,25111.45,53027,25302.76,25325.2675,25016.581,24304.9583,-0.011979,-0.007079,0.003224,0.003108,47.5586,191.3963,25718.811,25325.2675,24931.724,0.031079,-0.009615,-0.011566,0.012834,0.032163,0.00384,0.005633,54754.6,71027.3,0.484403,0.373024,0.144946,25524.05,25001.95,25587.5,25001.95,25669.35,24733.4,0.20973,0.187004,RANGE,RANGE,RANGE,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,25108.55,25144.6,24918.65,24968.4,-0.5697,PUT
2025-07-18,2025-07-21,25108.55,25144.6,24918.65,24968.4,69868,25253.5,25318.0675,25035.789,24331.8883,-0.010987,-0.007111,0.002083,0.003232,43.051,193.8806,25731.6826,25318.0675,24904.4524,0.032674,-0.007215,-0.019347,-0.005734,0.029765,0.003885,0.005009,55810.5,69268.4,0.411498,0.562907,0.071315,25322.45,25001.95,25548.7,25001.95,25669.35,24783.65,-0.10468,-0.061363,RANGE,RANGE,RANGE,NO_POSITION,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,24999.0,25111.4,24882.3,25090.7,0.4898,NO_POSITION
2025-07-21,2025-07-22,24999.0,25111.4,24882.3,25090.7,56976,25216.44,25324.0075,25039.109,24360.0906,-0.00796,-0.00687,0.002048,0.002866,47.6388,196.3848,25720.6297,25324.0075,24927.3853,0.031324,0.000335,-0.014555,0.004757,0.043735,0.004428,0.004972,57337.8,66575.4,0.016946,0.371678,0.05937,25255.3,24918.65,25548.7,24918.65,25669.35,24824.85,0.511065,0.273074,RANGE,RANGE,RANGE,NO_POSITION,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,25166.65,25182.0,25035.55,25060.9,-0.1188,NO_POSITION
2025-07-22,2025-07-23,25166.65,25182.0,25035.55,25060.9,41323,25170.28,25324.835,25048.76,24388.9861,-0.006461,-0.007335,0.001403,0.002597,46.6638,192.8259,25719.1824,25324.835,24930.4876,0.031143,-0.005354,-0.018086,0.000661,0.030105,0.004221,0.004941,57445.4,61557.75,0.327427,0.477995,0.008451,25255.3,24882.3,25548.7,24882.3,25669.35,24882.3,0.47882,0.268007,RANGE,RANGE,RANGE,NO_POSITION,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,25139.35,25233.5,25085.5,25219.9,0.6345,CALL
2025-07-23,2025-07-24,25139.35,25233.5,25085.5,25219.9,51484,25144.66,25323.5925,25059.82,24419.2306,-0.004317,-0.007401,0.000562,0.0024,52.298,191.3709,25719.0963,25323.5925,24928.0887,0.031236,0.000311,-0.010056,-0.000984,0.036323,0.004947,0.004813,57949.1,60517.6,0.014151,0.237596,0.012963,25255.3,24882.3,25548.7,24882.3,25669.35,24882.3,0.905094,0.506603,RANGE,TREND_DOWN,RANGE,NO_POSITION,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,25243.3,25246.25,25018.7,25062.1,-0.6257,PUT
2025-07-24,2025-07-25,25243.3,25246.25,25018.7,25062.1,63223,25115.345,25299.2475,25059.82,24448.0261,-0.002779,-0.007407,-0.001027,0.001728,46.9972,193.9518,25696.1939,25299.2475,24902.3011,0.03138,-0.001965,-0.011562,-0.019057,0.029913,0.005095,0.004077,57649.1,59881.5,0.080644,0.262856,0.275007,25238.35,24882.3,25524.05,24882.3,25669.35,24882.3,0.504985,0.280171,RANGE,RANGE,RANGE,NO_POSITION,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,25010.35,25010.35,24806.35,24837.0,-0.8982,PUT
2025-07-25,2025-07-28,25010.35,25010.35,24806.35,24837.0,69729,25084.06,25259.2075,25056.164,24475.135,-0.002384,-0.00671,-0.002325,0.000814,40.6335,198.3776,25672.6862,25259.2075,24845.7288,0.032739,-0.005263,-0.012439,-0.031235,0.020138,0.005235,0.00431,57227.5,60317.35,0.189337,0.275651,0.419971,25246.25,24882.3,25322.45,24882.3,25669.35,24882.3,-0.124468,-0.102919,RANGE,RANGE,TREND_DOWN,CALL,PUT,NO_POSITION,NO_POSITION,PUT,NO_POSITION,NO_POSITION,24782.45,24889.2,24646.6,24680.9,-0.6285,PUT
2025-07-28,2025-07-29,24782.45,24889.2,24646.6,24680.9,71260,25043.92,25217.4,25050.873,24499.27,-0.005714,-0.006842,-0.00421,0.00047,36.9075,201.5425,25683.8382,25217.4,24750.9618,0.036993,-0.016333,-0.016003,-0.032768,0.008984,0.005464,0.004384,57715.6,59125.25,0.563067,0.328075,0.430528,25246.25,24806.35,25255.3,24806.35,25669.35,24806.35,-0.285178,-0.27943,RANGE,RANGE,RANGE,CALL,PUT,CALL,NO_POSITION,PUT,NO_POSITION,CALL,24609.65,24847.15,24598.6,24821.1,0.5681,CALL
2025-07-29,2025-07-30,24609.65,24847.15,24598.6,24821.1,84506,25006.45,25181.365,25053.617,24521.3456,-0.006557,-0.006509,-0.005665,0.000194,42.074,204.8779,25653.3122,25181.365,24709.4178,0.037484,-0.009569,-0.014872,-0.028216,0.018109,0.005618,0.004651,60721.3,61083.85,0.286089,0.299712,0.350262,25246.25,24646.6,25255.3,24646.6,25608.1,24646.6,0.291003,0.286677,RANGE,RANGE,RANGE,NO_POSITION,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,24890.4,24902.3,24771.95,24855.05,0.1368,NO_POSITION
2025-07-30,2025-07-31,24890.4,24902.3,24771.95,24855.05,69353,24970.75,25151.4475,25054.449,24542.9839,-0.009527,-0.006916,-0.006798,-0.000214,43.2478,199.5785,25626.4734,25151.4475,24676.4216,0.037773,-0.014467,-0.01416,-0.023508,0.018049,0.005653,0.004665,63074.9,60739.4,0.511603,0.281568,0.298705,25246.25,24598.6,25255.3,24598.6,25608.1,24598.6,0.39597,0.390513,RANGE,RANGE,RANGE,NO_POSITION,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,24642.25,24956.5,24635.0,24768.35,-0.3488,NO_POSITION
2025-07-31,2025-08-01,24642.25,24956.5,24635.0,24768.35,81205,24936.44,25119.6,25057.622,24560.5139,-0.01148,-0.007123,-0.007101,-8.8e-05,40.9069,208.258,25607.5109,25119.6,24631.6891,0.038847,-0.011721,-0.013663,-0.025072,0.020374,0.00563,0.004691,65892.7,60323.65,0.457519,0.273604,0.311963,25246.25,24598.6,25246.25,24598.6,25587.5,24598.6,0.262101,0.262101,RANGE,RANGE,RANGE,NO_POSITION,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,24734.9,24784.15,24535.05,24565.35,-0.8196,PUT
2025-08-01,2025-08-04,24734.9,24784.15,24535.05,24565.35,83419,24896.135,25074.8175,25051.866,24574.0133,-0.012611,-0.007492,-0.0073,-0.000172,36.0018,211.1877,25592.6621,25074.8175,24556.9729,0.041304,-0.010937,-0.016142,-0.035177,0.023215,0.005893,0.004861,67247.8,61529.15,0.43818,0.306747,0.40915,25010.35,24598.6,25246.25,24598.6,25548.7,24598.6,-0.080753,-0.051339,RANGE,RANGE,RANGE,NO_POSITION,PUT,CALL,NO_POSITION,PUT,NO_POSITION,CALL,24596.05,24736.25,24554.0,24722.75,0.6407,CALL
2025-08-04,2025-08-05,24596.05,24736.25,24554.0,24722.75,57820,24859.34,25037.89,25046.298,24585.84,-0.009036,-0.00737,-0.007118,-0.000183,41.8224,209.1254,25545.4577,25037.89,24530.3223,0.040544,0.001696,-0.014665,-0.029007,-0.008102,0.006094,0.005184,67332.2,62335.0,0.067364,0.272747,0.314792,24956.5,24535.05,25246.25,24535.05,25548.7,24535.05,0.445367,0.26392,RANGE,RANGE,RANGE,NO_POSITION,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,24720.25,24733.1,24590.3,24649.55,-0.2961,NO_POSITION
2025-08-05,2025-08-06,24720.25,24733.1,24590.3,24649.55,54138,24818.205,24994.2425,25042.765,24596.7389,-0.008505,-0.007528,-0.007431,-0.000433,39.9921,204.388,25477.147,24994.2425,24511.338,0.038641,-0.006911,-0.016414,-0.034203,0.002897,0.006111,0.005112,68613.7,63029.55,0.309517,0.295415,0.370184,24956.5,24535.05,25246.25,24535.05,25548.7,24535.05,0.271681,0.160996,RANGE,RANGE,RANGE,NO_POSITION,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,24641.35,24671.4,24539.2,24574.2,-0.3057,NO_POSITION
2025-08-06,2025-08-07,24641.35,24671.4,24539.2,24574.2,52800,24753.635,24949.1475,25039.2,24608.8206,-0.007854,-0.008695,-0.008043,-0.000609,38.162,199.2525,25411.6541,24949.1475,24486.6409,0.037076,-0.0113,-0.025603,-0.035402,-0.003758,0.005432,0.005121,68745.3,63347.2,0.471502,0.493353,0.377822,24956.5,24535.05,25246.25,24535.05,25548.7,24535.05,0.092894,0.055048,RANGE,TREND_UP,RANGE,NO_POSITION,PUT,CALL,NO_POSITION,NO_POSITION,NO_POSITION,CALL,24464.2,24634.2,24344.15,24596.15,0.0893,NO_POSITION
2025-08-07,2025-08-08,24464.2,24634.2,24344.15,24596.15,97916,24707.04,24911.1925,25034.451,24619.9783,-0.006892,-0.009199,-0.008297,-0.000925,39.0446,205.7302,25358.5041,24911.1925,24463.8809,0.035912,-0.006952,-0.018592,-0.029939,-0.018592,0.005364,0.005105,72214.6,64931.85,0.324355,0.397246,0.331745,24956.5,24535.05,25246.25,24535.05,25524.05,24535.05,0.144976,0.085911,RANGE,RANGE,RANGE,NO_POSITION,PUT,CALL,NO_POSITION,NO_POSITION,NO_POSITION,CALL,24544.25,24585.5,24337.5,24363.3,-0.9467,PUT
2025-08-08,2025-08-11,24544.25,24585.5,24337.5,24363.3,79655,24659.67,24871.865,25026.703,24629.3556,-0.006345,-0.009498,-0.008094,-0.001004,33.5703,209.496,25364.3554,24871.865,24379.3746,0.039602,-0.008225,-0.019072,-0.031275,-0.026239,0.005437,0.005206,73207.2,65217.35,0.360321,0.401203,0.339667,24784.15,24344.15,25010.35,24344.15,25322.45,24344.15,0.043523,0.028745,RANGE,TREND_UP,TREND_UP,CALL,PUT,CALL,NO_POSITION,NO_POSITION,NO_POSITION,CALL,24371.5,24600.85,24347.45,24585.05,0.9102,CALL
2025-08-11,2025-08-12,24371.5,24600.85,24347.45,24585.05,63544,24650.085,24847.0025,25024.072,24645.1261,-0.007794,-0.008418,-0.007624,-0.000887,41.923,212.6479,25344.6672,24847.0025,24349.3378,0.040058,-0.00557,-0.003884,-0.019825,-0.014448,0.006187,0.005716,72435.6,65075.6,0.220285,0.076905,0.201328,24736.25,24337.5,24956.5,24337.5,25255.3,24337.5,0.620815,0.399919,RANGE,CHOPPY,RANGE,NO_POSITION,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,24563.35,24702.6,24465.65,24487.4,-0.3972,NO_POSITION
2025-08-12,2025-08-13,24563.35,24702.6,24465.65,24487.4,83389,24616.715,24811.5825,25022.97,24657.96,-0.007729,-0.008119,-0.007308,-0.00079,39.5627,214.3686,25305.731,24811.5825,24317.434,0.039832,-0.006578,-0.013444,-0.028116,-0.007961,0.005884,0.005599,72323.9,66522.6,0.249634,0.277206,0.288672,24733.1,24337.5,24956.5,24337.5,25255.3,24337.5,0.378918,0.242165,RANGE,RANGE,TREND_UP,NO_POSITION,PUT,CALL,NO_POSITION,NO_POSITION,NO_POSITION,CALL,24586.2,24664.55,24535.25,24619.35,0.5388,CALL
2025-08-13,2025-08-14,24586.2,24664.55,24535.25,24619.35,58314,24593.145,24781.9475,25022.953,24673.1739,-0.005102,-0.006483,-0.006702,-0.000649,44.1344,211.7022,25246.6901,24781.9475,24317.2049,0.037507,0.001837,-0.009483,-0.023509,-0.007822,0.006217,0.005788,71220.0,67147.45,0.063938,0.181057,0.230649,24702.6,24337.5,24956.5,24337.5,25255.3,24337.5,0.77198,0.455331,RANGE,CHOPPY,CHOPPY,NO_POSITION,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,24607.25,24673.65,24596.9,24631.3,0.0485,NO_POSITION
2025-08-14,2025-08-18,24607.25,24673.65,24596.9,24631.3,50699,24579.44,24757.94,25020.561,24692.3611,-0.003425,-0.005165,-0.006152,-0.000555,44.5431,202.0688,25201.2286,24757.94,24314.6514,0.03581,0.001429,-0.005533,-0.019121,0.000878,0.006162,0.00576,68169.4,67031.05,0.050492,0.111691,0.193527,24702.6,24337.5,24956.5,24337.5,25246.25,24337.5,0.804711,0.474637,RANGE,CHOPPY,RANGE,NO_POSITION,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,24938.2,25022.0,24852.85,24876.95,0.9973,CALL
2025-08-18,2025-08-19,24938.2,25022.0,24852.85,24876.95,89126,24610.6,24753.3675,25018.039,24722.5317,0.002393,-0.00199,-0.004764,-0.000346,52.2736,215.5253,25189.7104,24753.3675,24317.0246,0.035255,0.021083,0.012685,-0.003663,0.000958,0.00633,0.006134,68740.1,67993.95,0.724522,0.245412,0.035396,24702.6,24337.5,24784.15,24337.5,25246.25,24337.5,1.47754,1.207769,RANGE,RANGE,CHOPPY,NO_POSITION,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,24891.35,25012.65,24873.95,24980.65,0.4169,NO_POSITION
2025-08-19,2025-08-20,24891.35,25012.65,24873.95,24980.65,47372,24636.39,24747.865,25015.588,24749.6961,0.00674,-0.000556,-0.00399,-0.000339,55.1115,210.0501,25169.5839,24747.865,24326.1461,0.034081,0.016091,0.010432,-0.004386,-0.00082,0.006166,0.006104,67695.3,67513.75,0.669487,0.212089,0.042904,25022.0,24347.45,25022.0,24337.5,25246.25,24337.5,0.9387,0.939591,RANGE,RANGE,CHOPPY,NO_POSITION,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,24965.8,25088.7,24929.7,25050.55,0.2798,NO_POSITION
2025-08-20,2025-08-21,24965.8,25088.7,24929.7,25050.55,54455,24676.49,24747.3475,25014.514,24779.1561,0.012664,0.002428,-0.002589,-0.000338,56.9903,206.3953,25167.5513,24747.3475,24327.1437,0.03396,0.022998,0.016268,-0.000413,0.009037,0.006016,0.006135,67727.0,68170.35,1.0,0.330667,0.003973,25022.0,24465.65,25022.0,24337.5,25246.25,24337.5,1.051317,1.041709,RANGE,RANGE,RANGE,NO_POSITION,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,25142.0,25153.65,25054.9,25083.75,0.1325,NO_POSITION
2025-08-21,2025-08-22,25142.0,25153.65,25054.9,25083.75,55136,24727.445,24740.54,25013.361,24804.2139,0.016078,0.005461,-0.001671,-0.000383,57.8845,199.0118,25133.4242,24740.54,24347.6558,0.03176,0.018863,0.020735,-0.005399,0.013385,0.005792,0.005962,67960.6,68352.95,1.0,0.435308,0.054914,25088.7,24535.25,25088.7,24337.5,25246.25,24337.5,0.991056,0.993411,RANGE,RANGE,RANGE,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,25064.15,25084.85,24859.15,24870.1,-0.8517,PUT
2025-08-22,2025-08-25,25064.15,25084.85,24859.15,24870.1,71849,24754.84,24730.94,25012.999,24821.3422,0.017733,0.007136,-0.001091,-0.000302,50.5705,200.9172,25100.6241,24730.94,24361.2559,0.029896,0.009695,0.011138,-0.007661,0.00147,0.006698,0.006102,65353.9,68784.25,0.358505,0.201101,0.075734,25153.65,24596.9,25153.65,24337.5,25246.25,24337.5,0.490705,0.652576,RANGE,RANGE,RANGE,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,24949.15,25021.55,24894.35,24967.75,0.3926,NO_POSITION
2025-08-25,2025-08-26,24949.15,25021.55,24894.35,24967.75,97029,24815.285,24737.4775,25017.982,24838.3483,0.014227,0.008317,-0.000642,-2e-06,53.4812,197.4159,25118.8716,24737.4775,24356.0834,0.030835,0.00365,0.02481,0.005264,0.008769,0.005591,0.005819,67091.3,70149.25,0.175256,0.492604,0.054304,25153.65,24852.85,25153.65,24337.5,25153.65,24337.5,0.381981,0.772223,RANGE,RANGE,RANGE,NO_POSITION,CALL,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,24899.5,24919.65,24689.6,24712.05,-1.0241,PUT
2025-08-26,2025-08-28,24899.5,24919.65,24689.6,24712.05,109864,24827.985,24739.035,25013.293,24847.9083,0.008807,0.007777,-0.000357,-9.2e-05,45.9218,203.1705,25119.746,24739.035,24358.324,0.030778,-0.010752,0.005166,0.001262,-0.000184,0.006337,0.006113,71723.3,72079.45,0.400836,0.100714,0.012423,25153.65,24859.15,25153.65,24347.45,25153.65,24337.5,-0.499491,0.452245,RANGE,RANGE,RANGE,NO_POSITION,CALL,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,24695.8,24702.65,24481.6,24500.9,-0.8544,PUT
2025-08-28,2025-08-29,24695.8,24702.65,24481.6,24500.9,93734,24829.335,24723.025,25006.243,24852.0789,-0.000195,0.006194,-0.000983,-0.000331,40.8133,205.1029,25115.339,24723.025,24330.711,0.031737,-0.021942,0.000551,-0.0129,-0.001695,0.006843,0.006253,72757.8,72540.85,0.677451,0.009822,0.12419,25153.65,24689.6,25153.65,24465.65,25153.65,24337.5,-0.406637,0.051235,RANGE,TREND_UP,RANGE,NO_POSITION,CALL,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,24466.7,24572.45,24404.7,24426.85,-0.3022,NO_POSITION
2025-08-29,2025-09-01,24466.7,24572.45,24404.7,24426.85,68731,24810.085,24701.615,24998.539,24854.9633,-0.009192,0.003342,-0.001573,-0.000593,39.1593,202.4604,25109.2111,24701.615,24294.0189,0.033002,-0.026188,-0.007819,-0.017228,-0.007853,0.006632,0.006257,73799.5,72509.75,0.770828,0.14621,0.163535,25153.65,24481.6,25153.65,24481.6,25153.65,24337.5,-0.081467,-0.081467,RANGE,TREND_UP,RANGE,NO_POSITION,CALL,CALL,NO_POSITION,NO_POSITION,NO_POSITION,CALL,24432.7,24635.6,24432.7,24625.05,0.8114,CALL
2025-09-01,2025-09-02,24432.7,24635.6,24432.7,24625.05,52140,24809.46,24694.45,24995.175,24858.2533,-0.01305,0.002206,-0.001475,-0.000713,45.5004,202.9074,25102.1398,24694.45,24286.7602,0.033019,-0.009853,-0.000254,-0.005786,-0.005085,0.007205,0.006531,73943.6,71056.5,0.292859,0.004159,0.052493,25084.85,24404.7,25153.65,24404.7,25153.65,24337.5,0.323973,0.294212,RANGE,RANGE,TREND_UP,NO_POSITION,CALL,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,24653.0,24756.1,24522.35,24579.6,-0.1846,NO_POSITION
2025-09-02,2025-09-03,24653.0,24756.1,24522.35,24579.6,74911,24779.725,24695.1625,24984.519,24861.9522,-0.016873,-0.001433,-0.001711,-0.001338,44.3512,205.091,25101.9962,24695.1625,24288.3288,0.032948,-0.015546,-0.011953,0.00058,-0.016936,0.0063,0.006275,72522.1,70631.1,0.494742,0.228265,0.00554,25021.55,24404.7,25153.65,24404.7,25153.65,24337.5,0.283537,0.233527,RANGE,TREND_UP,TREND_UP,NO_POSITION,CALL,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,24616.5,24737.05,24533.2,24715.05,0.5511,CALL
2025-09-03,2025-09-04,24616.5,24737.05,24533.2,24715.05,56469,24753.165,24694.7775,24979.382,24869.46,-0.014731,-0.003014,-0.001789,-0.001356,48.5135,205.0132,25101.5206,24694.7775,24288.0344,0.032942,0.000121,-0.010632,-0.000311,-0.015462,0.006439,0.00623,73431.8,70563.55,0.004516,0.199041,0.003019,24919.65,24404.7,25153.65,24404.7,25153.65,24337.5,0.60268,0.41438,RANGE,TREND_UP,RANGE,NO_POSITION,CALL,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,24980.75,24980.75,24708.2,24734.3,0.0779,NO_POSITION
